date,Snow,Precipitation_per_day(mm),Average_daily_tempeture(F),Maximum_daily_tempeture(F),Minimum_daily_tempeture(F),Maximum_daily_tempeture(C),Minimum_daily_tempeture(C),Average_daily_tempeture(C)
2020-10-11,0.0,0.0,67.0,74.0,60.0,24.444444444444443,16.666666666666668,20.555555555555557
2020-10-12,0.0,1.44,67.0,72.0,62.0,23.333333333333332,17.77777777777778,20.555555555555557
2020-10-13,0.0,0.19,59.5,62.0,57.0,17.77777777777778,15.0,16.38888888888889
2020-10-14,0.0,0.02,59.5,72.0,47.0,23.333333333333332,9.444444444444445,16.38888888888889
2020-10-15,0.0,0.0,61.0,74.0,48.0,24.444444444444443,10.0,17.22222222222222
2020-10-16,0.0,0.18,65.5,76.0,55.0,25.555555555555557,13.88888888888889,19.72222222222222
2020-10-17,0.0,0.11,50.5,59.0,42.0,16.11111111111111,6.666666666666667,11.38888888888889
2020-10-18,0.0,0.0,51.5,63.0,40.0,18.333333333333332,5.555555555555555,11.944444444444445
2020-10-19,0.0,0.0,53.5,67.0,40.0,20.555555555555557,5.555555555555555,13.055555555555555
2020-10-20,0.0,0.0,62.5,73.0,52.0,23.88888888888889,12.222222222222221,18.055555555555557
2020-10-21,0.0,0.03,67.0,77.0,57.0,26.11111111111111,15.0,20.555555555555557
2020-10-22,0.0,0.02,68.5,77.0,60.0,26.11111111111111,16.666666666666668,21.38888888888889
2020-10-23,0.0,0.02,70.5,82.0,59.0,28.88888888888889,16.11111111111111,22.5
2020-10-24,0.0,0.01,68.5,77.0,60.0,26.11111111111111,16.666666666666668,21.38888888888889
2020-10-25,0.0,0.44,61.0,76.0,46.0,25.555555555555557,8.88888888888889,17.22222222222222
2020-10-26,0.0,0.15,48.0,50.0,46.0,11.11111111111111,8.88888888888889,10.0
2020-10-27,0.0,0.0,55.5,62.0,49.0,17.77777777777778,10.555555555555555,14.166666666666666
2020-10-28,0.0,0.0,62.5,66.0,59.0,20.0,16.11111111111111,18.055555555555557
2020-10-29,0.0,0.68,64.0,71.0,57.0,22.77777777777778,15.0,18.88888888888889
2020-10-30,0.0,1.87,57.0,65.0,49.0,19.444444444444443,10.555555555555555,15.0
2020-10-31,0.0,0.02,47.0,54.0,40.0,13.333333333333334,5.555555555555555,9.444444444444445
2020-11-01,0.0,0.02,45.5,51.0,40.0,11.666666666666666,5.555555555555555,8.61111111111111
2020-11-02,0.0,0.54,48.5,58.0,39.0,15.555555555555555,5.0,10.277777777777779
2020-11-03,0.0,0.0,52.0,63.0,41.0,18.333333333333332,6.111111111111111,12.222222222222221
2020-11-04,0.0,0.0,50.5,64.0,37.0,18.88888888888889,3.888888888888889,11.38888888888889
2020-11-05,0.0,0.0,55.0,69.0,41.0,21.666666666666668,6.111111111111111,13.88888888888889
2020-11-06,0.0,0.0,57.5,69.0,46.0,21.666666666666668,8.88888888888889,15.277777777777779
2020-11-07,0.0,0.0,58.0,73.0,43.0,23.88888888888889,7.222222222222222,15.555555555555555
2020-11-08,0.0,0.0,59.5,76.0,43.0,25.555555555555557,7.222222222222222,16.38888888888889
2020-11-09,0.0,0.0,62.0,76.0,48.0,25.555555555555557,10.0,17.77777777777778
2020-11-10,0.0,0.0,63.0,76.0,50.0,25.555555555555557,11.11111111111111,18.333333333333332
2020-11-11,0.0,0.05,67.0,78.0,56.0,26.666666666666668,14.444444444444445,20.555555555555557
2020-11-12,0.0,2.84,,,56.0,,14.444444444444445,
2020-11-13,0.0,0.37,,,48.0,,10.0,
2020-11-14,0.0,0.0,,,39.0,,5.0,
2020-11-15,0.0,0.0,51.0,60.0,42.0,16.666666666666668,6.666666666666667,11.666666666666666
2020-11-16,0.0,0.51,59.5,71.0,48.0,22.77777777777778,10.0,16.38888888888889
2020-11-17,0.0,0.0,49.0,62.0,36.0,17.77777777777778,3.3333333333333335,10.555555555555555
2020-11-18,0.0,0.0,46.0,57.0,35.0,15.0,2.7777777777777777,8.88888888888889
2020-11-19,0.0,0.0,36.0,44.0,28.0,7.777777777777778,-1.1111111111111112,3.3333333333333335
2020-11-20,0.0,0.0,45.5,53.0,38.0,12.777777777777779,4.444444444444445,8.61111111111111
2020-11-21,0.0,0.0,53.5,65.0,42.0,19.444444444444443,6.666666666666667,13.055555555555555
2020-11-22,0.0,0.0,56.5,66.0,47.0,20.0,9.444444444444445,14.722222222222221
2020-11-23,0.0,0.04,55.0,60.0,50.0,16.666666666666668,11.11111111111111,13.88888888888889
2020-11-24,0.0,0.0,44.5,53.0,36.0,12.777777777777779,3.3333333333333335,8.055555555555555
2020-11-25,0.0,0.0,47.0,51.0,43.0,11.666666666666666,7.222222222222222,9.444444444444445
2020-11-26,0.0,0.09,55.0,63.0,47.0,18.333333333333332,9.444444444444445,13.88888888888889
2020-11-27,0.0,0.0,59.0,68.0,50.0,21.11111111111111,11.11111111111111,16.11111111111111
2020-11-28,0.0,0.0,51.5,61.0,42.0,17.22222222222222,6.666666666666667,11.944444444444445
2020-11-29,0.0,0.0,45.5,59.0,32.0,16.11111111111111,1.1111111111111112,8.61111111111111
2020-11-30,0.0,0.86,49.5,58.0,41.0,15.555555555555555,6.111111111111111,10.833333333333334
2020-12-01,0.0,1.32,,,39.0,,5.0,
2020-12-02,0.0,0.0,42.5,47.0,38.0,9.444444444444445,4.444444444444445,6.944444444444445
2020-12-03,0.0,0.0,38.0,48.0,28.0,10.0,-1.1111111111111112,4.444444444444445
2020-12-04,0.0,0.0,42.0,54.0,30.0,13.333333333333334,0.0,6.666666666666667
2020-12-05,0.0,1.1,49.5,53.0,46.0,12.777777777777779,8.88888888888889,10.833333333333334
2020-12-06,0.0,0.0,43.5,49.0,38.0,10.555555555555555,4.444444444444445,7.5
2020-12-07,0.0,0.0,37.5,45.0,30.0,8.333333333333334,0.0,4.166666666666667
2020-12-08,0.0,0.0,36.5,41.0,32.0,6.111111111111111,1.1111111111111112,3.611111111111111
2020-12-09,0.0,0.0,37.5,46.0,29.0,8.88888888888889,-0.5555555555555556,4.166666666666667
2020-12-10,0.0,0.0,35.5,44.0,27.0,7.777777777777778,-1.6666666666666667,3.0555555555555554
2020-12-11,0.0,0.0,40.5,52.0,29.0,12.222222222222221,-0.5555555555555556,5.833333333333333
2020-12-12,0.0,0.0,47.5,61.0,34.0,17.22222222222222,2.2222222222222223,9.722222222222221
2020-12-13,0.0,0.0,52.5,63.0,42.0,18.333333333333332,6.666666666666667,12.5
2020-12-14,0.0,0.17,52.5,65.0,40.0,19.444444444444443,5.555555555555555,12.5
2020-12-15,0.0,0.91,36.5,43.0,30.0,7.222222222222222,0.0,3.611111111111111
2020-12-16,0.0,0.0,34.5,41.0,28.0,6.111111111111111,-1.1111111111111112,2.5
2020-12-17,,1.27,32.5,38.0,27.0,4.444444444444445,-1.6666666666666667,1.3888888888888888
2020-12-18,0.0,0.0,33.0,39.0,27.0,5.0,-1.6666666666666667,1.6666666666666667
2020-12-19,0.0,,,,,,,
2020-12-20,0.0,0.0,31.5,38.0,25.0,4.444444444444445,-2.7777777777777777,0.8333333333333334
2020-12-21,0.0,0.0,40.0,44.0,36.0,7.777777777777778,3.3333333333333335,5.555555555555555
2020-12-22,0.0,0.02,42.5,48.0,37.0,10.0,3.888888888888889,6.944444444444445
2020-12-23,0.0,0.0,39.5,50.0,29.0,11.11111111111111,-0.5555555555555556,5.277777777777778
2020-12-24,0.0,0.0,42.0,55.0,29.0,13.88888888888889,-0.5555555555555556,6.666666666666667
2020-12-25,0.0,1.71,51.5,68.0,35.0,21.11111111111111,2.7777777777777777,11.944444444444445
2020-12-26,0.0,0.0,,,24.0,,-3.3333333333333335,
2020-12-27,0.0,,,,,,,
2020-12-28,0.0,0.0,32.5,42.0,23.0,6.666666666666667,-3.888888888888889,1.3888888888888888
2020-12-29,0.0,0.0,46.0,54.0,38.0,13.333333333333334,4.444444444444445,8.88888888888889
2020-12-30,0.0,0.0,34.0,41.0,27.0,6.111111111111111,-1.6666666666666667,2.2222222222222223
2020-12-31,0.0,0.0,39.5,48.0,31.0,10.0,0.5555555555555556,5.277777777777778
2021-01-01,0.0,0.0,45.0,54.0,36.0,13.333333333333334,3.3333333333333335,8.333333333333334
2021-01-02,0.0,0.95,39.0,43.0,35.0,7.222222222222222,2.7777777777777777,5.0
2021-01-03,0.0,0.2,47.5,57.0,38.0,15.0,4.444444444444445,9.722222222222221
2021-01-04,0.0,0.04,37.0,42.0,32.0,6.666666666666667,1.1111111111111112,3.888888888888889
2021-01-05,0.0,0.0,39.0,46.0,32.0,8.88888888888889,1.1111111111111112,5.0
2021-01-06,0.0,0.0,40.5,42.0,39.0,6.666666666666667,5.0,5.833333333333333
2021-01-07,0.0,0.0,37.5,43.0,32.0,7.222222222222222,1.1111111111111112,4.166666666666667
2021-01-08,0.0,0.0,39.0,46.0,32.0,8.88888888888889,1.1111111111111112,5.0
2021-01-09,0.0,0.0,34.5,38.0,31.0,4.444444444444445,0.5555555555555556,2.5
2021-01-10,0.0,0.0,39.5,47.0,32.0,9.444444444444445,1.1111111111111112,5.277777777777778
2021-01-11,0.0,0.0,36.5,48.0,25.0,10.0,-2.7777777777777777,3.611111111111111
2021-01-12,0.0,0.0,34.5,44.0,25.0,7.777777777777778,-2.7777777777777777,2.5
2021-01-13,0.0,0.0,36.5,48.0,25.0,10.0,-2.7777777777777777,3.611111111111111
2021-01-14,0.0,0.0,38.5,51.0,26.0,11.666666666666666,-2.2222222222222223,4.722222222222222
2021-01-15,0.0,0.0,42.5,55.0,30.0,13.88888888888889,0.0,6.944444444444445
2021-01-16,0.0,0.2,42.5,51.0,34.0,11.666666666666666,2.2222222222222223,6.944444444444445
2021-01-17,0.0,0.0,41.0,47.0,35.0,9.444444444444445,2.7777777777777777,6.111111111111111
2021-01-18,0.0,0.0,40.0,48.0,32.0,10.0,1.1111111111111112,5.555555555555555
2021-01-19,0.0,0.0,38.0,45.0,31.0,8.333333333333334,0.5555555555555556,4.444444444444445
2021-01-20,0.0,0.0,41.5,52.0,31.0,12.222222222222221,0.5555555555555556,6.388888888888889
2021-01-21,0.0,0.0,33.5,44.0,23.0,7.777777777777778,-3.888888888888889,1.9444444444444444
2021-01-22,0.0,0.0,41.5,54.0,29.0,13.333333333333334,-0.5555555555555556,6.388888888888889
2021-01-23,0.0,0.0,40.5,50.0,31.0,11.11111111111111,0.5555555555555556,5.833333333333333
2021-01-24,0.0,0.0,30.0,35.0,25.0,2.7777777777777777,-2.7777777777777777,0.0
2021-01-25,0.0,0.0,31.0,36.0,26.0,3.3333333333333335,-2.2222222222222223,0.5555555555555556
2021-01-26,0.3,0.28,35.0,39.0,31.0,5.0,0.5555555555555556,2.7777777777777777
2021-01-27,0.0,0.03,37.0,41.0,33.0,6.111111111111111,1.6666666666666667,3.888888888888889
2021-01-28,0.0,0.0,37.0,44.0,30.0,7.777777777777778,0.0,3.888888888888889
2021-01-29,0.0,0.0,30.5,37.0,24.0,3.888888888888889,-3.3333333333333335,0.2777777777777778
2021-01-30,0.0,0.0,30.5,37.0,24.0,3.888888888888889,-3.3333333333333335,0.2777777777777778
2021-01-31,0.8,0.08,33.0,39.0,27.0,5.0,-1.6666666666666667,1.6666666666666667
2021-02-01,2.0,0.36,30.5,32.0,29.0,1.1111111111111112,-0.5555555555555556,0.2777777777777778
2021-02-02,1.9,0.14,31.0,33.0,29.0,1.6666666666666667,-0.5555555555555556,0.5555555555555556
2021-02-03,0.0,0.0,34.0,37.0,31.0,3.888888888888889,0.5555555555555556,2.2222222222222223
2021-02-04,0.0,0.0,37.0,44.0,30.0,7.777777777777778,0.0,3.888888888888889
2021-02-05,0.0,0.05,40.0,49.0,31.0,10.555555555555555,0.5555555555555556,5.555555555555555
2021-02-06,0.0,0.0,43.5,56.0,31.0,14.444444444444445,0.5555555555555556,7.5
2021-02-07,0.0,0.21,43.5,51.0,36.0,11.666666666666666,3.3333333333333335,7.5
2021-02-08,0.0,0.28,33.5,43.0,24.0,7.222222222222222,-3.3333333333333335,1.9444444444444444
2021-02-09,0.0,0.0,33.0,40.0,26.0,5.555555555555555,-2.2222222222222223,1.6666666666666667
2021-02-10,0.0,0.0,41.0,52.0,30.0,12.222222222222221,0.0,6.111111111111111
2021-02-11,0.0,0.44,38.0,43.0,33.0,7.222222222222222,1.6666666666666667,4.444444444444445
2021-02-12,0.0,0.0,31.0,34.0,28.0,2.2222222222222223,-1.1111111111111112,0.5555555555555556
2021-02-13,0.0,0.0,30.0,31.0,29.0,0.5555555555555556,-0.5555555555555556,0.0
2021-02-14,0.2,0.47,29.0,31.0,27.0,0.5555555555555556,-1.6666666666666667,-0.5555555555555556
2021-02-15,0.0,0.0,33.0,37.0,29.0,3.888888888888889,-0.5555555555555556,1.6666666666666667
2021-02-16,0.0,0.95,38.0,41.0,35.0,6.111111111111111,2.7777777777777777,4.444444444444445
2021-02-17,0.0,0.0,35.5,45.0,26.0,8.333333333333334,-2.2222222222222223,3.0555555555555554
2021-02-18,0.2,0.12,31.5,38.0,25.0,4.444444444444445,-2.7777777777777777,0.8333333333333334
2021-02-19,0.4,0.4,29.0,31.0,27.0,0.5555555555555556,-1.6666666666666667,-0.5555555555555556
2021-02-20,0.0,0.02,33.0,39.0,27.0,5.0,-1.6666666666666667,1.6666666666666667
2021-02-21,0.0,0.0,28.5,33.0,24.0,1.6666666666666667,-3.3333333333333335,-0.8333333333333334
2021-02-22,0.0,0.0,32.0,40.0,24.0,5.555555555555555,-3.3333333333333335,1.1111111111111112
2021-02-23,0.0,0.36,34.0,39.0,29.0,5.0,-0.5555555555555556,2.2222222222222223
2021-02-24,0.0,0.0,44.0,58.0,30.0,15.555555555555555,0.0,7.777777777777778
2021-02-25,0.0,0.0,52.5,65.0,40.0,19.444444444444443,5.555555555555555,12.5
2021-02-26,0.0,0.0,45.5,56.0,35.0,14.444444444444445,2.7777777777777777,8.61111111111111
2021-02-27,0.0,0.37,43.0,50.0,36.0,11.11111111111111,3.3333333333333335,7.222222222222222
2021-02-28,0.0,0.11,47.0,55.0,39.0,13.88888888888889,5.0,9.444444444444445
2021-03-01,0.0,1.05,45.0,47.0,43.0,9.444444444444445,7.222222222222222,8.333333333333334
2021-03-02,0.0,0.06,41.0,51.0,31.0,11.666666666666666,0.5555555555555556,6.111111111111111
2021-03-03,0.0,0.0,36.5,45.0,28.0,8.333333333333334,-1.1111111111111112,3.611111111111111
2021-03-04,0.0,0.0,49.0,60.0,38.0,16.666666666666668,4.444444444444445,10.555555555555555
2021-03-05,0.0,0.0,44.0,60.0,28.0,16.666666666666668,-1.1111111111111112,7.777777777777778
2021-03-06,0.0,0.0,36.5,44.0,29.0,7.777777777777778,-0.5555555555555556,3.611111111111111
2021-03-07,0.0,0.0,37.0,46.0,28.0,8.88888888888889,-1.1111111111111112,3.888888888888889
2021-03-08,0.0,0.0,36.0,48.0,24.0,10.0,-3.3333333333333335,3.3333333333333335
2021-03-09,0.0,0.0,45.0,55.0,35.0,13.88888888888889,2.7777777777777777,8.333333333333334
2021-03-10,0.0,0.0,57.5,71.0,44.0,22.77777777777778,7.777777777777778,15.277777777777779
2021-03-11,0.0,0.0,60.0,72.0,48.0,23.333333333333332,10.0,16.666666666666668
2021-03-12,0.0,0.0,67.0,79.0,55.0,27.22222222222222,13.88888888888889,20.555555555555557
2021-03-13,0.0,0.0,58.5,71.0,46.0,22.77777777777778,8.88888888888889,15.833333333333334
2021-03-14,0.0,0.0,48.5,59.0,38.0,16.11111111111111,4.444444444444445,10.277777777777779
2021-03-15,0.0,0.0,49.0,66.0,32.0,20.0,1.1111111111111112,10.555555555555555
2021-03-16,0.0,0.0,40.5,48.0,33.0,10.0,1.6666666666666667,5.833333333333333
2021-03-17,0.0,0.01,43.0,45.0,41.0,8.333333333333334,6.111111111111111,7.222222222222222
2021-03-18,0.0,0.2,45.5,50.0,41.0,11.11111111111111,6.111111111111111,8.61111111111111
2021-03-19,0.0,0.34,47.0,54.0,40.0,13.333333333333334,5.555555555555555,9.444444444444445
2021-03-20,0.0,0.0,40.5,51.0,30.0,11.666666666666666,0.0,5.833333333333333
2021-03-21,0.0,0.0,43.5,58.0,29.0,15.555555555555555,-0.5555555555555556,7.5
2021-03-22,0.0,0.0,48.5,64.0,33.0,18.88888888888889,1.6666666666666667,10.277777777777779
2021-03-23,0.0,0.0,54.0,66.0,42.0,20.0,6.666666666666667,13.333333333333334
2021-03-25,0.0,1.3,58.0,69.0,47.0,21.666666666666668,9.444444444444445,15.555555555555555
2021-03-26,0.0,0.0,58.0,69.0,47.0,21.666666666666668,9.444444444444445,15.555555555555555
2021-03-27,0.0,0.0,65.5,84.0,47.0,30.0,9.444444444444445,19.72222222222222
2021-03-28,0.0,0.31,62.5,72.0,53.0,23.333333333333332,12.777777777777779,18.055555555555557
2021-03-29,0.0,0.39,58.5,73.0,44.0,23.88888888888889,7.777777777777778,15.833333333333334
2021-03-30,0.0,0.0,48.5,60.0,37.0,16.666666666666668,3.888888888888889,10.277777777777779
2021-03-31,0.0,0.0,57.5,70.0,45.0,22.22222222222222,8.333333333333334,15.277777777777779
